pair_ID,sentence_A,sentence_B,entailment_AB,entailment_BA
264,A cowgirl is riding a barrel near a horse in the corner,A cowgirl is riding a horse and corners a barrel,A_contradicts_B,B_neutral_A
265,The brown horse is very near a red barrel at the rodeo,The brown horse is near a red barrel at the rodeo,A_entails_B,B_neutral_A
266,The brown horse is near a red barrel at the rodeo,The brown horse is far from a red barrel at the rodeo,A_contradicts_B,B_contradicts_A
267,The brown horse is very near a red barrel at the rodeo,A cowgirl is riding a horse and corners a barrel,A_neutral_B,B_neutral_A
268,The brown horse is far from a red barrel at the rodeo,A cowgirl is riding a horse and corners a barrel,A_neutral_B,B_neutral_A
269,A cowgirl is riding a brown horse and is cornering a barrel,The brown horse is near a red barrel at the rodeo,A_neutral_B,B_neutral_A
270,A cowboy is riding a horse and cornering a barrel,The brown horse is near a red barrel at the rodeo,A_neutral_B,B_neutral_A
271,The brown horse is near a red barrel at the rodeo,A cowgirl is riding a barrel near a horse in the corner,A_neutral_B,B_neutral_A
272,A cowgirl is riding a horse and corners a barrel,The brown horse is near a red barrel at the rodeo,A_neutral_B,B_neutral_A
273,A boy is standing in the cold water,A boy is standing in the water,A_entails_B,B_neutral_A
274,A boy is standing outside the water,A boy is standing in the water,A_neutral_B,B_contradicts_A
275,The kid is swimming through the blue ocean,The boy is wading through the blue ocean,A_neutral_B,B_neutral_A
276,The boy is sitting near the blue ocean,The boy is wading through the blue ocean,A_contradicts_B,B_contradicts_A
277,A boy is standing in the water,The kid is swimming through the blue ocean,A_neutral_B,B_neutral_A
278,A boy is standing in the water,The boy is sitting near the blue ocean,A_neutral_B,B_neutral_A
279,The boy is wading through the blue ocean,A boy is standing in the cold water,A_neutral_B,B_neutral_A
280,A boy is standing outside the water,The boy is wading through the blue ocean,A_neutral_B,B_neutral_A
281,A boy is standing in the water,The boy is wading through the blue ocean,A_neutral_B,B_contradicts_A
282,A skilled man is playing a guitar on stage,A man is playing a guitar on stage,A_entails_B,B_neutral_A
283,A man is playing a guitar on stage,There is no man playing a guitar on stage,A_contradicts_B,B_contradicts_A
284,A person has blonde and flyaway hair and is playing a guitar,A guitarist has blonde and flyaway hair,A_entails_B,B_entails_A
285,A bald person is playing a guitar,A person has blonde and flyaway hair and is playing a guitar,A_neutral_B,B_neutral_A
286,A man is playing a guitar on stage,A guitarist has blonde and flyaway hair,A_neutral_B,B_neutral_A
287,A man is playing a guitar on stage,A bald person is playing a guitar,A_neutral_B,B_neutral_A
288,A skilled man is playing a guitar on stage,A person has blonde and flyaway hair and is playing a guitar,A_neutral_B,B_neutral_A
289,There is no man playing a guitar on stage,A person has blonde and flyaway hair and is playing a guitar,A_neutral_B,B_neutral_A
290,A man is playing a guitar on stage,A person has blonde and flyaway hair and is playing a guitar,A_neutral_B,B_neutral_A
291,Several children are sitting down and have their knees raised,Several children are lying down and are raising their knees,A_neutral_B,B_neutral_A
292,Several children are sitting down and have their knees raised,Several children are standing up,A_neutral_B,B_neutral_A
293,Two young girls are sitting on the ground,Two girls are sitting on the ground,A_entails_B,B_neutral_A
294,Two girls are lying on the ground,Two girls are sitting on the ground,A_neutral_B,B_neutral_A
295,Two young girls are sitting on the ground,Several children are sitting down and have their knees raised,A_neutral_B,B_neutral_A
296,Two girls are lying on the ground,Several children are sitting down and have their knees raised,A_neutral_B,B_neutral_A
297,Several children are lying down and are raising their knees,Two girls are sitting on the ground,A_neutral_B,B_neutral_A
298,Several children are standing up,Two girls are sitting on the ground,A_neutral_B,B_neutral_A
299,Several children are sitting down and have their knees raised,Two girls are sitting on the ground,A_neutral_B,B_neutral_A
300,A nude lady is walking in front of many people in body paint,A nude lady is walking in front of a crowd in body paint,A_entails_B,B_entails_A
301,A nude lady is walking in front of a crowd in body paint,There is no lady walking in body paint in front of a crowd ,A_contradicts_B,B_contradicts_A
302,A nude lady is walking in front of a crowd in body paint,A nude crowd in body paint is walking in front of a lady ,A_neutral_B,B_contradicts_A
303,"A young, topless woman is covered in paint",A topless girl is covered in paint,A_entails_B,B_entails_A
304,"An old, topless woman is covered in paint","A young, topless woman is covered in paint",A_neutral_B,B_neutral_A
305,A nude lady is walking in front of a crowd in body paint,A topless girl is covered in paint,A_entails_B,B_neutral_A
306,"An old, topless woman is covered in paint",A nude lady is walking in front of a crowd in body paint,A_neutral_B,B_neutral_A
307,"A young, topless woman is covered in paint",A nude lady is walking in front of many people in body paint,A_neutral_B,B_neutral_A
308,There is no lady walking in body paint in front of a crowd ,"A young, topless woman is covered in paint",A_neutral_B,B_contradicts_A
309,A nude crowd in body paint is walking in front of a lady ,"A young, topless woman is covered in paint",A_neutral_B,B_neutral_A
310,A nude lady is walking in front of a crowd in body paint,"A young, topless woman is covered in paint",A_neutral_B,B_neutral_A
311,A group of people is near the ocean,A crowd of people is near the water,A_entails_B,B_neutral_A
312,A crowd of people is near the water,A crowd of people is far from the water,A_contradicts_B,B_contradicts_A
313,A group of children in uniforms is standing at a gate and one is kissing the mother,A group of children wearing the same clothes is waiting at a gate and one is kissing the mother,A_entails_B,B_entails_A
314,A group of children in uniforms is standing at a gate and there is no one kissing the mother,A group of children in uniforms is standing at a gate and one is kissing the mother,A_contradicts_B,B_contradicts_A
315,A group of mothers in uniforms is standing near the children and one is kissing the gate,A group of children in uniforms is standing at a gate and one is kissing the mother,A_neutral_B,B_neutral_A
316,A crowd of people is near the water,A group of children wearing the same clothes is waiting at a gate and one is kissing the mother,A_neutral_B,B_neutral_A
317,A group of children in uniforms is standing at a gate and there is no one kissing the mother,A crowd of people is near the water,A_neutral_B,B_neutral_A
318,A group of mothers in uniforms is standing near the children and one is kissing the gate,A crowd of people is near the water,A_neutral_B,B_neutral_A
319,A group of people is near the ocean,A group of children in uniforms is standing at a gate and one is kissing the mother,A_neutral_B,B_neutral_A
320,A crowd of people is far from the water,A group of children in uniforms is standing at a gate and one is kissing the mother,A_neutral_B,B_neutral_A
321,A crowd of people is near the water,A group of children in uniforms is standing at a gate and one is kissing the mother,A_neutral_B,B_neutral_A
322,A man is in a parking lot and is playing tennis against a large wall,A lone man is in a parking lot and is playing tennis against a large wall,A_entails_B,B_entails_A
323,A man is in a parking lot and is playing tennis against a large wall,A man is in a parking lot and is playing tennis against a friend,A_neutral_B,B_contradicts_A
324,A man is pointing at a silver sedan,A man is pointing at a car,A_entails_B,B_neutral_A
325,A man is pointing at a silver sedan,There is no man pointing at a car,A_contradicts_B,B_contradicts_A
326,A man is pointing at a car,A man is in a parking lot and is playing tennis against a large wall,A_neutral_B,B_neutral_A
327,A man is in a parking lot and is playing tennis against a large wall,There is no man pointing at a car,A_neutral_B,B_neutral_A
328,A man is pointing at a silver sedan,A lone man is in a parking lot and is playing tennis against a large wall,A_neutral_B,B_neutral_A
329,A man is in a parking lot and is playing tennis against a friend,A man is pointing at a silver sedan,A_neutral_B,B_neutral_A
330,A man is pointing at a silver sedan,A man is in a parking lot and is playing tennis against a large wall,A_neutral_B,B_neutral_A
331,A group of people is on a beach,A group of people is near the sea,A_entails_B,B_neutral_A
332,A group of people is on a beach,A group of people is on a mountain,A_neutral_B,B_neutral_A
333,"A man, a woman and two girls are walking on the beach",Four people are walking on the beach,A_entails_B,B_neutral_A
334,"A man, a woman and two girls are walking on the beach","A man, a woman and two girls are sitting on the beach",A_neutral_B,B_neutral_A
335,A group of people is on a beach,Four people are walking on the beach,A_neutral_B,B_neutral_A
